-0.39738,0.4647,-0.37751,0.58817,-0.35764,0.61387,-0.33777,0.42975,-0.31791,0.37804,-0.29804,0.40355,-0.27817,0.29074,-0.2583,0.2765,-0.23843,0.32421,-0.21856,0.37428,-0.19869,0.40781,-0.17882,0.47789,-0.15895,0.54711,-0.13908,0.63097,-0.11921,0.74414,-0.099345,0.87342,-0.079476,1.0425,-0.059607,1.2441,-0.039738,1.4445,-0.019869,0
-0.55649,0.17216,-0.52866,0.44064,-0.50084,0.43339,-0.47302,0.52007,-0.44519,0.26011,-0.41737,0.32385,-0.38954,0.3741,-0.36172,0.36446,-0.33389,0.37592,-0.30607,0.51275,-0.27824,0.34423,-0.25042,0.44765,-0.2226,0.50286,-0.19477,0.56669,-0.16695,0.67649,-0.13912,0.79747,-0.1113,0.95199,-0.083473,1.1874,-0.055649,1.4647,-0.027824,0
-0.4964,0,-0.47158,0.3418,-0.44676,0.088111,-0.42194,0.26354,-0.39712,0.24961,-0.3723,0.38748,-0.34748,0.41954,-0.32266,0.51226,-0.29784,0.50348,-0.27302,0.49091,-0.2482,0.43427,-0.22338,0.4388,-0.19856,0.54649,-0.17374,0.61504,-0.14892,0.70076,-0.1241,0.82281,-0.09928,0.99536,-0.07446,1.2283,-0.04964,1.471,-0.02482,0
-0.78695,0.12165,-0.7476,0.15205,-0.70825,0.14275,-0.66891,0.39496,-0.62956,0.26831,-0.59021,0.366,-0.55086,0.57447,-0.51152,0.6727,-0.47217,0.60254,-0.43282,0.55467,-0.39347,0.65722,-0.35413,0.62991,-0.31478,0.46527,-0.27543,0.51296,-0.23608,0.55834,-0.19674,0.6957,-0.15739,0.86287,-0.11804,1.1299,-0.078695,1.4634,-0.039347,0
-0.79728,0.26782,-0.75742,-0.13999,-0.71755,0.071158,-0.67769,0.081465,-0.63782,0.00073604,-0.59796,0.095999,-0.5581,0.23591,-0.51823,0.039995,-0.47837,0.4769,-0.4385,0.35394,-0.39864,0.46634,-0.35878,0.5046,-0.31891,0.61273,-0.27905,0.64629,-0.23918,0.58466,-0.19932,0.68683,-0.15946,0.84177,-0.11959,1.0986,-0.079728,1.4594,-0.039864,0
-0.51191,0.38307,-0.48632,0.54455,-0.46072,0.50538,-0.43513,0,-0.40953,0.24853,-0.38394,0.5181,-0.35834,0.35334,-0.33274,0.454,-0.30715,0.4122,-0.28155,0.3757,-0.25596,0.43768,-0.23036,0.53504,-0.20477,0.58049,-0.17917,0.62544,-0.15357,0.71938,-0.12798,0.8475,-0.10238,1.0228,-0.076787,1.2301,-0.051191,1.4492,-0.025596,0
-0.37779,0.2317,-0.3589,-0.34028,-0.34001,-0.038945,-0.32112,-0.19905,-0.30223,0.28663,-0.28334,0.30045,-0.26445,0.27998,-0.24556,0.25476,-0.22667,0.38542,-0.20779,0.39785,-0.1889,0.48786,-0.17001,0.52654,-0.15112,0.59534,-0.13223,0.7019,-0.11334,0.78954,-0.094448,0.92846,-0.075558,1.0803,-0.056669,1.2581,-0.037779,1.405,-0.01889,0
-0.32957,0,-0.31309,0,-0.29661,0.22034,-0.28013,0.11624,-0.26365,0.23165,-0.24717,0.31783,-0.2307,0.28794,-0.21422,0.30266,-0.19774,0.35403,-0.18126,0.40171,-0.16478,0.46352,-0.1483,0.51897,-0.13183,0.61208,-0.11535,0.72269,-0.09887,0.84343,-0.082392,0.95118,-0.065913,1.0943,-0.049435,1.2435,-0.032957,1.3747,-0.016478,0
-0.30157,0.1181,-0.28649,0.30908,-0.27141,0.30939,-0.25633,0.27106,-0.24126,0.33765,-0.22618,0.27231,-0.2111,0.39879,-0.19602,0.3656,-0.18094,0.44811,-0.16586,0.46311,-0.15078,0.51055,-0.13571,0.53791,-0.12063,0.62154,-0.10555,0.70253,-0.090471,0.79445,-0.075392,0.94364,-0.060314,1.0953,-0.045235,1.2811,-0.030157,1.4146,-0.015078,0
-0.43603,0.2737,-0.41423,0.2737,-0.39243,0.6854,-0.37063,0.39434,-0.34883,0.24235,-0.32702,0.369,-0.30522,0.35853,-0.28342,0.33936,-0.26162,0.41768,-0.23982,0.42482,-0.21802,0.47769,-0.19621,0.53156,-0.17441,0.60689,-0.15261,0.65254,-0.13081,0.74503,-0.10901,0.88001,-0.087206,1.0308,-0.065405,1.227,-0.043603,1.4416,-0.021802,0
-0.41221,0,-0.3916,0.26847,-0.37099,0.47175,-0.35038,0.17593,-0.32977,0.39727,-0.30916,0.3654,-0.28855,0.33485,-0.26794,0.38805,-0.24733,0.33585,-0.22672,0.3733,-0.20611,0.42656,-0.1855,0.49847,-0.16488,0.56091,-0.14427,0.6337,-0.12366,0.75377,-0.10305,0.8917,-0.082442,1.0496,-0.061832,1.2537,-0.041221,1.443,-0.020611,0
-0.72054,0.2019,-0.68451,0.27653,-0.64849,0.068103,-0.61246,0.14123,-0.57643,0.52213,-0.5404,0.56294,-0.50438,0.65437,-0.46835,0.44006,-0.43232,0.53262,-0.3963,0.63921,-0.36027,0.48684,-0.32424,0.53395,-0.28822,0.54174,-0.25219,0.59055,-0.21616,0.61028,-0.18013,0.73289,-0.14411,0.91445,-0.10808,1.1398,-0.072054,1.4608,-0.036027,0
-0.55942,0.3442,-0.53145,0.088945,-0.50348,0.27833,-0.47551,0.26354,-0.44754,0.25522,-0.41957,0.42913,-0.39159,0.43874,-0.36362,0.42386,-0.33565,0.26295,-0.30768,0.42169,-0.27971,0.42379,-0.25174,0.50798,-0.22377,0.56746,-0.1958,0.64245,-0.16783,0.73979,-0.13986,0.84469,-0.11188,1.0036,-0.083913,1.2188,-0.055942,1.4697,-0.027971,0
-0.4455,0.31264,-0.42323,0.39575,-0.40095,0.32665,-0.37868,0.29461,-0.3564,0.33537,-0.33413,0.33133,-0.31185,0.2861,-0.28958,0.3864,-0.2673,0.38997,-0.24503,0.42646,-0.22275,0.48076,-0.20048,0.53038,-0.1782,0.58925,-0.15593,0.68231,-0.13365,0.78677,-0.11138,0.90578,-0.0891,1.0486,-0.066825,1.2393,-0.04455,1.3924,-0.022275,0
-0.81383,0.3769,-0.77314,0.1601,-0.73245,0.59505,-0.69176,0.51836,-0.65107,0.38111,-0.61038,0.36793,-0.56968,0.47437,-0.52899,0.58758,-0.4883,0.62436,-0.44761,0.38603,-0.40692,0.40891,-0.36623,0.51949,-0.32553,0.42789,-0.28484,0.56051,-0.24415,0.60048,-0.20346,0.70221,-0.16277,0.87909,-0.12208,1.1361,-0.081383,1.4637,-0.040692,0
-0.45533,0,-0.43257,0.4692,-0.4098,0.39925,-0.38703,0.21314,-0.36427,0.21017,-0.3415,0.2305,-0.31873,0.29587,-0.29597,0.29515,-0.2732,0.40289,-0.25043,0.41304,-0.22767,0.45321,-0.2049,0.50669,-0.18213,0.57475,-0.15937,0.63209,-0.1366,0.74383,-0.11383,0.88014,-0.091067,1.0521,-0.0683,1.2466,-0.045533,1.4285,-0.022767,0
-0.37134,0.43781,-0.35278,0.30937,-0.33421,0.42579,-0.31564,0.26206,-0.29707,0.32356,-0.27851,0.37443,-0.25994,0.32047,-0.24137,0.35752,-0.22281,0.41602,-0.20424,0.40117,-0.18567,0.48866,-0.1671,0.49988,-0.14854,0.60261,-0.12997,0.67396,-0.1114,0.79504,-0.092836,0.94194,-0.074268,1.1,-0.055701,1.2803,-0.037134,1.3816,-0.018567,0
-0.32845,0.35832,-0.31202,0.30055,-0.2956,0.36738,-0.27918,0.22309,-0.26276,0.37438,-0.24633,0.30592,-0.22991,0.33407,-0.21349,0.40265,-0.19707,0.44543,-0.18065,0.45503,-0.16422,0.50102,-0.1478,0.55569,-0.13138,0.63302,-0.11496,0.69487,-0.098534,0.8224,-0.082111,0.96765,-0.065689,1.1228,-0.049267,1.2798,-0.032845,1.362,-0.016422,0
-0.37859,0.18822,-0.35966,0.36581,-0.34073,0.36905,-0.3218,0.26926,-0.30287,0.28243,-0.28394,0.35678,-0.26501,0.37306,-0.24608,0.39159,-0.22715,0.3941,-0.20823,0.45101,-0.1893,0.48927,-0.17037,0.56609,-0.15144,0.6061,-0.13251,0.68088,-0.11358,0.77335,-0.094648,0.90703,-0.075718,1.0804,-0.056789,1.2544,-0.037859,1.3985,-0.01893,0
-0.41248,0.10959,-0.39185,0,-0.37123,0.3915,-0.3506,0.12545,-0.32998,0.28771,-0.30936,0.2627,-0.28873,0.27879,-0.26811,0.32583,-0.24749,0.39538,-0.22686,0.40274,-0.20624,0.4714,-0.18561,0.52389,-0.16499,0.58471,-0.14437,0.66354,-0.12374,0.77073,-0.10312,0.90815,-0.082495,1.0642,-0.061871,1.2504,-0.041248,1.4158,-0.020624,0
-0.28731,0.15305,-0.27294,0.36181,-0.25857,0.32329,-0.24421,0.29606,-0.22984,0.40021,-0.21548,0.26693,-0.20111,0.35258,-0.18675,0.39609,-0.17238,0.42859,-0.15802,0.465,-0.14365,0.51874,-0.12929,0.57445,-0.11492,0.66749,-0.10056,0.76056,-0.086192,0.88775,-0.071826,1.0248,-0.057461,1.1535,-0.043096,1.2888,-0.028731,1.3834,-0.014365,0
-0.31848,0.42575,-0.30256,0.20881,-0.28663,0.19509,-0.27071,0.29852,-0.25479,0.30159,-0.23886,0.3966,-0.22294,0.37038,-0.20701,0.38736,-0.19109,0.43355,-0.17517,0.48656,-0.15924,0.52065,-0.14332,0.55391,-0.12739,0.63121,-0.11147,0.73129,-0.095545,0.85417,-0.079621,0.99809,-0.063696,1.1551,-0.047772,1.3055,-0.031848,1.405,-0.015924,0
-0.21926,0.49867,-0.20829,-0.00011566,-0.19733,0.15123,-0.18637,0.26476,-0.17541,0.21485,-0.16444,0.25801,-0.15348,0.35078,-0.14252,0.42012,-0.13155,0.43788,-0.12059,0.47948,-0.10963,0.53936,-0.098666,0.62967,-0.087703,0.70585,-0.07674,0.80088,-0.065777,0.90976,-0.054814,1.0418,-0.043851,1.1784,-0.032889,1.2883,-0.021926,1.3368,-0.010963,0
-0.29305,0.54217,-0.2784,0.18984,-0.26375,0.43228,-0.24909,0.24629,-0.23444,0.30119,-0.21979,0.1592,-0.20514,0.33802,-0.19048,0.33467,-0.17583,0.42427,-0.16118,0.45842,-0.14653,0.52381,-0.13187,0.55722,-0.11722,0.6532,-0.10257,0.76463,-0.087916,0.86787,-0.073263,0.99475,-0.058611,1.1371,-0.043958,1.2973,-0.029305,1.4072,-0.014653,0
-0.39628,0.32422,-0.37647,0,-0.35666,0,-0.33684,0.24896,-0.31703,0.33029,-0.29721,0.24996,-0.2774,0.33946,-0.25759,0.40593,-0.23777,0.34844,-0.21796,0.46252,-0.19814,0.46906,-0.17833,0.54569,-0.15851,0.62577,-0.1387,0.71805,-0.11889,0.83576,-0.099071,0.94543,-0.079257,1.0876,-0.059443,1.2564,-0.039628,1.4349,-0.019814,0
-0.31176,0.081465,-0.29617,-0.068103,-0.28058,0.30937,-0.26499,0.23717,-0.24941,0.29052,-0.23382,0.28503,-0.21823,0.29766,-0.20264,0.33588,-0.18705,0.39526,-0.17147,0.4216,-0.15588,0.51857,-0.14029,0.56451,-0.1247,0.65047,-0.10911,0.73775,-0.093527,0.85095,-0.077939,0.96977,-0.062351,1.0963,-0.046764,1.2408,-0.031176,1.3924,-0.015588,0
-0.34403,0.12165,-0.32683,0.34833,-0.30963,0.18323,-0.29243,0.33949,-0.27522,0.28088,-0.25802,0.44512,-0.24082,0.35357,-0.22362,0.42027,-0.20642,0.4529,-0.18922,0.46976,-0.17202,0.4917,-0.15481,0.55606,-0.13761,0.63666,-0.12041,0.72331,-0.10321,0.83581,-0.086008,0.94988,-0.068806,1.0918,-0.051605,1.2481,-0.034403,1.4057,-0.017202,0
-0.33949,0.42174,-0.32252,0.2737,-0.30554,0.37892,-0.28857,0.24424,-0.27159,0.37156,-0.25462,0.23762,-0.23764,0.26288,-0.22067,0.40801,-0.20369,0.43258,-0.18672,0.44598,-0.16974,0.51755,-0.15277,0.58605,-0.1358,0.6471,-0.11882,0.7358,-0.10185,0.85709,-0.084872,0.98273,-0.067898,1.1174,-0.050923,1.2776,-0.033949,1.3846,-0.016974,0
-0.28312,0.14623,-0.26896,0.27834,-0.25481,0.16262,-0.24065,0.29595,-0.2265,0.29642,-0.21234,0.2804,-0.19818,0.34358,-0.18403,0.38205,-0.16987,0.41599,-0.15572,0.45996,-0.14156,0.54141,-0.1274,0.61289,-0.11325,0.68419,-0.099092,0.76453,-0.084936,0.8752,-0.07078,0.99987,-0.056624,1.1585,-0.042468,1.3048,-0.028312,1.3781,-0.014156,0
-0.33119,0.2019,-0.31463,0.15705,-0.29807,0.36264,-0.28151,0.43782,-0.26495,0.31821,-0.24839,0.31811,-0.23183,0.40888,-0.21527,0.38372,-0.19871,0.45476,-0.18215,0.49051,-0.16559,0.51152,-0.14904,0.58749,-0.13248,0.64638,-0.11592,0.73651,-0.099357,0.8556,-0.082797,1.0045,-0.066238,1.1366,-0.049678,1.2898,-0.033119,1.4094,-0.016559,0
-0.2721,0.39086,-0.2585,0.59267,-0.24489,0.12629,-0.23129,0.4074,-0.21768,0.28608,-0.20408,0.37494,-0.19047,0.34718,-0.17687,0.35875,-0.16326,0.43542,-0.14966,0.47168,-0.13605,0.52063,-0.12245,0.57511,-0.10884,0.64842,-0.095235,0.75463,-0.08163,0.87214,-0.068025,1.008,-0.05442,1.1647,-0.040815,1.3098,-0.02721,1.4006,-0.013605,0
-0.26676,0.44467,-0.25342,0.3442,-0.24008,0.44989,-0.22675,0.52678,-0.21341,0.36855,-0.20007,0.33075,-0.18673,0.42266,-0.17339,0.355,-0.16006,0.4457,-0.14672,0.47229,-0.13338,0.47461,-0.12004,0.53473,-0.1067,0.62526,-0.093366,0.7418,-0.080028,0.86652,-0.06669,1.0076,-0.053352,1.1646,-0.040014,1.3175,-0.026676,1.4117,-0.013338,0
-0.42212,0.41626,-0.40101,0.18602,-0.37991,0.11359,-0.3588,0.50441,-0.3377,0.29817,-0.31659,0.40074,-0.29548,0.34729,-0.27438,0.40839,-0.25327,0.40415,-0.23217,0.42213,-0.21106,0.4721,-0.18995,0.5388,-0.16885,0.62613,-0.14774,0.70152,-0.12664,0.80206,-0.10553,0.9176,-0.084424,1.083,-0.063318,1.2503,-0.042212,1.4307,-0.021106,0
-0.30742,0.34028,-0.29204,0.23716,-0.27667,0.29289,-0.2613,0.27678,-0.24593,0.31746,-0.23056,0.3841,-0.21519,0.34406,-0.19982,0.39249,-0.18445,0.44513,-0.16908,0.47476,-0.15371,0.52206,-0.13834,0.60989,-0.12297,0.67204,-0.1076,0.75546,-0.092225,0.86953,-0.076854,0.96945,-0.061483,1.0879,-0.046112,1.2411,-0.030742,1.3704,-0.015371,0
-0.32432,0.61397,-0.3081,0.65997,-0.29188,0.57611,-0.27567,0.17191,-0.25945,0.32016,-0.24324,0.39944,-0.22702,0.34041,-0.21081,0.35555,-0.19459,0.38399,-0.17837,0.46109,-0.16216,0.4919,-0.14594,0.54478,-0.12973,0.60724,-0.11351,0.72974,-0.097295,0.82626,-0.081079,0.93707,-0.064863,1.095,-0.048647,1.2603,-0.032432,1.4045,-0.016216,0
-0.27607,0.36581,-0.26227,0.40344,-0.24846,0.33089,-0.23466,0.37839,-0.22086,0.30399,-0.20705,0.39478,-0.19325,0.39255,-0.17945,0.41929,-0.16564,0.42209,-0.15184,0.49795,-0.13804,0.53293,-0.12423,0.62995,-0.11043,0.68485,-0.096625,0.76791,-0.082821,0.86547,-0.069018,0.97688,-0.055214,1.1052,-0.041411,1.2398,-0.027607,1.3523,-0.013804,0
-0.33294,0.30634,-0.31629,0.36232,-0.29965,0.16681,-0.283,0.26201,-0.26635,0.33192,-0.2497,0.36019,-0.23306,0.42184,-0.21641,0.46279,-0.19976,0.4546,-0.18312,0.46718,-0.16647,0.53207,-0.14982,0.59694,-0.13318,0.68728,-0.11653,0.78549,-0.099882,0.88718,-0.083235,0.99556,-0.066588,1.1227,-0.049941,1.2401,-0.033294,1.3628,-0.016647,0
-0.4427,0.50961,-0.42056,0.11359,-0.39843,0.083795,-0.37629,0.11054,-0.35416,0.32219,-0.33202,0.40487,-0.30989,0.43329,-0.28775,0.41424,-0.26562,0.40524,-0.24348,0.45426,-0.22135,0.54122,-0.19921,0.59752,-0.17708,0.63579,-0.15494,0.72597,-0.13281,0.83339,-0.11067,0.96884,-0.08854,1.0954,-0.066405,1.2432,-0.04427,1.4228,-0.022135,0
-0.35209,0.2737,-0.33448,0,-0.31688,0,-0.29927,0.35249,-0.28167,0.24961,-0.26407,0.34376,-0.24646,0.3744,-0.22886,0.35354,-0.21125,0.45967,-0.19365,0.46416,-0.17604,0.50536,-0.15844,0.57855,-0.14084,0.6521,-0.12323,0.74365,-0.10563,0.85555,-0.088022,0.99196,-0.070418,1.108,-0.052813,1.2509,-0.035209,1.3983,-0.017604,0
-0.31734,0.071992,-0.30147,0.071703,-0.2856,0.23527,-0.26974,0.29596,-0.25387,0.33641,-0.238,0.34761,-0.22214,0.30678,-0.20627,0.35057,-0.1904,0.42587,-0.17454,0.47543,-0.15867,0.52414,-0.1428,0.59855,-0.12694,0.67263,-0.11107,0.76548,-0.095201,0.8874,-0.079335,1.0009,-0.063468,1.116,-0.047601,1.2408,-0.031734,1.3504,-0.015867,0
-0.51664,0,-0.4908,0.2061,-0.46497,0.138,-0.43914,0.30365,-0.41331,0.36003,-0.38748,0.28665,-0.36165,0.37196,-0.33581,0.38869,-0.30998,0.49932,-0.28415,0.51953,-0.25832,0.51214,-0.23249,0.63254,-0.20665,0.68424,-0.18082,0.75352,-0.15499,0.82951,-0.12916,0.95054,-0.10333,1.1054,-0.077495,1.2799,-0.051664,1.4375,-0.025832,0
-0.66589,0.50538,-0.6326,0.27833,-0.5993,0.39358,-0.56601,0.41566,-0.53271,0.37748,-0.49942,0.48501,-0.46612,0.45103,-0.43283,0.4645,-0.39954,0.46139,-0.36624,0.51704,-0.33295,0.56218,-0.29965,0.58594,-0.26636,0.6498,-0.23306,0.73087,-0.19977,0.79579,-0.16647,0.92139,-0.13318,1.0782,-0.099884,1.2596,-0.066589,1.4401,-0.033295,0
-1.1182,0.12165,-1.0623,0,-1.0064,0.85914,-0.95048,0.2759,-0.89457,0.48096,-0.83866,0.38267,-0.78275,0.47263,-0.72684,0.49146,-0.67093,0.53796,-0.61502,0.4993,-0.55911,0.58912,-0.5032,0.54955,-0.44728,0.60353,-0.39137,0.64896,-0.33546,0.70894,-0.27955,0.83065,-0.22364,0.96944,-0.16773,1.1775,-0.11182,1.482,-0.055911,0
-0.65775,0.1817,-0.62486,0.38512,-0.59197,0.4428,-0.55909,0.46253,-0.5262,0.45725,-0.49331,0.35,-0.46042,0.40696,-0.42754,0.47438,-0.39465,0.49105,-0.36176,0.52812,-0.32887,0.5502,-0.29599,0.57045,-0.2631,0.62175,-0.23021,0.69965,-0.19732,0.79655,-0.16444,0.90311,-0.13155,1.0695,-0.098662,1.281,-0.065775,1.4822,-0.032887,0
-0.68194,0.071801,-0.64784,0.2319,-0.61375,0.42775,-0.57965,0.35128,-0.54555,0.26625,-0.51145,0.4393,-0.47736,0.3045,-0.44326,0.47566,-0.40916,0.49451,-0.37507,0.506,-0.34097,0.55525,-0.30687,0.62499,-0.27278,0.67152,-0.23868,0.72363,-0.20458,0.81086,-0.17048,0.92221,-0.13639,1.0851,-0.10229,1.2866,-0.068194,1.4481,-0.034097,0
-1.0774,0.1181,-1.0235,0.43228,-0.96963,0.41845,-0.91576,0.32839,-0.86189,0.3352,-0.80802,0.47786,-0.75416,0.48133,-0.70029,0.47258,-0.64642,0.45942,-0.59255,0.45756,-0.53868,0.57936,-0.48481,0.53398,-0.43095,0.63036,-0.37708,0.68633,-0.32321,0.73201,-0.26934,0.84587,-0.21547,1.0074,-0.1616,1.2238,-0.10774,1.472,-0.053868,0
-0.83931,0,-0.79735,0,-0.75538,0,-0.71342,0,-0.67145,0.22822,-0.62948,0.19704,-0.58752,0.35276,-0.54555,0.45334,-0.50359,0.41003,-0.46162,0.471,-0.41966,0.52544,-0.37769,0.57241,-0.33573,0.61753,-0.29376,0.67098,-0.25179,0.74459,-0.20983,0.86548,-0.16786,1.0548,-0.1259,1.271,-0.083931,1.4737,-0.041966,0
-0.67228,0,-0.63867,0.54217,-0.60506,0.4403,-0.57144,0.33724,-0.53783,0.40621,-0.50421,0.36569,-0.4706,0.42064,-0.43698,0.47647,-0.40337,0.52719,-0.36976,0.55023,-0.33614,0.56815,-0.30253,0.58827,-0.26891,0.64969,-0.2353,0.70617,-0.20169,0.78658,-0.16807,0.89922,-0.13446,1.0581,-0.10084,1.2606,-0.067228,1.4595,-0.033614,0
-0.59164,0.2737,-0.56206,0.39012,-0.53248,0.40656,-0.50289,0.33583,-0.47331,0.26753,-0.44373,0.24511,-0.41415,0.3439,-0.38457,0.37098,-0.35498,0.44226,-0.3254,0.49021,-0.29582,0.52717,-0.26624,0.59219,-0.23666,0.65849,-0.20707,0.72182,-0.17749,0.8295,-0.14791,0.95208,-0.11833,1.1219,-0.088746,1.2958,-0.059164,1.4057,-0.029582,0
